Word,Rank,Raw Frequency,Raw Range, Normalized Frequency, Normalized Range
humanitarian,5439,6,4,8.81,0.01
cohabitation,5439,6,3,8.81,0.01
parenting,5439,6,4,8.81,0.01
race,5439,6,6,8.81,0.02
49,5439,6,6,8.81,0.02
exerted,5439,6,6,8.81,0.02
keeps,5439,6,6,8.81,0.02
micex,5439,6,3,8.81,0.01
talented,5439,6,4,8.81,0.01
var,5439,6,6,8.81,0.02
lags,5439,6,5,8.81,0.01
outperform,5439,6,6,8.81,0.02
variance,5439,6,6,8.81,0.02
traded,5439,6,5,8.81,0.01
pressing,5439,6,6,8.81,0.02
63,5439,6,6,8.81,0.02
33,5439,6,6,8.81,0.02
steven,5439,6,6,8.81,0.02
voices,5439,6,6,8.81,0.02
chugunov,5439,6,1,8.81,0.0
ries,5439,6,6,8.81,0.02
ies,5439,6,6,8.81,0.02
repayment,5439,6,5,8.81,0.01
restructuring,5439,6,3,8.81,0.01
reject,5439,6,6,8.81,0.02
verified,5439,6,6,8.81,0.02
truly,5439,6,6,8.81,0.02
fairness,5439,6,6,8.81,0.02
notwithstanding,5439,6,6,8.81,0.02
exert,5439,6,6,8.81,0.02
deepening,5439,6,6,8.81,0.02
settled,5439,6,6,8.81,0.02
passes,5439,6,6,8.81,0.02
rationally,5439,6,6,8.81,0.02
twitter,5439,6,4,8.81,0.01
adults,5439,6,5,8.81,0.01
restrictive,5439,6,3,8.81,0.01
cancellation,5439,6,5,8.81,0.01
1950,5439,6,6,8.81,0.02
stimulation,5439,6,3,8.81,0.01
versus,5439,6,3,8.81,0.01
tended,5439,6,6,8.81,0.02
admitted,5439,6,4,8.81,0.01
reorientation,5439,6,5,8.81,0.01
dmaic,5439,6,3,8.81,0.01
disagreement,5439,6,6,8.81,0.02
statutory,5439,6,6,8.81,0.02
1968,5439,6,5,8.81,0.01
depreciation,5439,6,4,8.81,0.01
chemical,5439,6,3,8.81,0.01
deciding,5439,6,6,8.81,0.02
predictable,5439,6,6,8.81,0.02
bond,5439,6,6,8.81,0.02
robustness,5439,6,3,8.81,0.01
rooted,5439,6,6,8.81,0.02
ranked,5439,6,6,8.81,0.02
linkage,5439,6,5,8.81,0.01
nonetheless,5439,6,5,8.81,0.01
disciplinary,5439,6,6,8.81,0.02
archetypes,5439,6,3,8.81,0.01
declining,5439,6,3,8.81,0.01
operationalized,5439,6,4,8.81,0.01
prosperous,5439,6,6,8.81,0.02
thÂ,5439,6,2,8.81,0.01
guidance,5439,6,6,8.81,0.02
terrain,5439,6,4,8.81,0.01
evade,5439,6,6,8.81,0.02
comprehend,5439,6,6,8.81,0.02
provider,5439,6,6,8.81,0.02
arrived,5439,6,4,8.81,0.01
guests,5439,6,4,8.81,0.01
mcgahan,5439,6,1,8.81,0.0
andonova,5439,6,1,8.81,0.0
exploit,5439,6,6,8.81,0.02
preferable,5439,6,6,8.81,0.02
shaped,5439,6,6,8.81,0.02
dissecting,5439,6,1,8.81,0.0
proxies,5439,6,3,8.81,0.01
slt,5439,6,1,8.81,0.0
thaler,5439,6,2,8.81,0.01
reversal,5439,6,3,8.81,0.01
submitting,5439,6,6,8.81,0.02
berry,5439,6,6,8.81,0.02
den,5439,6,6,8.81,0.02
carmichael,5439,6,3,8.81,0.01
quadratic,5439,6,6,8.81,0.02
epl,5439,6,6,8.81,0.02
pursued,5439,6,6,8.81,0.02
landmark,5439,6,6,8.81,0.02
la,5439,6,6,8.81,0.02
clickstream,5439,6,1,8.81,0.0
walker,5439,6,2,8.81,0.01
mantrala,5439,6,1,8.81,0.0
albers,5439,6,1,8.81,0.0
scholarly,5439,6,6,8.81,0.02
ordering,5439,6,6,8.81,0.02
tenure,5439,6,2,8.81,0.01
muller,5439,6,3,8.81,0.01
appoint,5439,6,6,8.81,0.02
nieto,5439,6,1,8.81,0.0
taiwan,5439,6,2,8.81,0.01
asthma,5439,6,1,8.81,0.0
allergy,5439,6,1,8.81,0.0
clinic,5439,6,4,8.81,0.01
capitalists,5439,6,4,8.81,0.01
dismissed,5439,6,3,8.81,0.01
h1,5439,6,4,8.81,0.01
h2,5439,6,4,8.81,0.01
spirits,5439,6,1,8.81,0.0
murphy,5439,6,3,8.81,0.01
weekends,5439,6,2,8.81,0.01
stems,5439,6,6,8.81,0.02
organs,5439,6,3,8.81,0.01
oecd,5439,6,4,8.81,0.01
drinks,5439,6,4,8.81,0.01
owing,5439,6,6,8.81,0.02
visibility,5439,6,2,8.81,0.01
seo,5439,6,6,8.81,0.02
94,5439,6,6,8.81,0.02
encompassing,5439,6,6,8.81,0.02
one‚ê,5439,6,4,8.81,0.01
38,5439,6,6,8.81,0.02
legitimacy,5439,6,5,8.81,0.01
particularities,5439,6,6,8.81,0.02
unidirectional,5439,6,2,8.81,0.01
physiological,5439,6,5,8.81,0.01
internationally,5439,6,5,8.81,0.01
generosity,5439,6,1,8.81,0.0
donations,5439,6,1,8.81,0.0
roots,5439,6,6,8.81,0.02
cites,5439,6,6,8.81,0.02
anchor,5439,6,3,8.81,0.01
doubts,5439,6,6,8.81,0.02
civilization,5439,6,6,8.81,0.02
answered,5439,6,5,8.81,0.01
poll,5439,6,6,8.81,0.02
devastating,5439,6,3,8.81,0.01
consumer‚ê,5439,6,5,8.81,0.01
21st,5439,6,6,8.81,0.02
advertisements,5439,6,1,8.81,0.0
39,5439,6,6,8.81,0.02
ozhegov,5439,6,2,8.81,0.01
chatterjee,5439,6,3,8.81,0.01
critic,5439,6,6,8.81,0.02
adverse,5439,6,6,8.81,0.02
continental,5439,6,6,8.81,0.02
exhaustive,5439,6,5,8.81,0.01
felt,5439,6,6,8.81,0.02
1920,5439,6,6,8.81,0.02
underlined,5439,6,5,8.81,0.01
comedies,5439,6,2,8.81,0.01
originated,5439,6,6,8.81,0.02
andreyev,5439,6,2,8.81,0.01
governed,5439,6,6,8.81,0.02
perceives,5439,6,6,8.81,0.02
carriers,5439,6,5,8.81,0.01
theological,5439,6,3,8.81,0.01
legends,5439,6,3,8.81,0.01
1967,5439,6,6,8.81,0.02
heritage,5439,6,6,8.81,0.02
neglect,5439,6,6,8.81,0.02
soldiers,5439,6,4,8.81,0.01
twelfth,5439,6,2,8.81,0.01
bible,5439,6,1,8.81,0.0
senses,5439,6,4,8.81,0.01
abel,5439,6,6,8.81,0.02
alan,5439,6,6,8.81,0.02
wanted,5439,6,6,8.81,0.02
merely,5439,6,6,8.81,0.02
nicolas,5439,6,2,8.81,0.01
credibility,5439,6,4,8.81,0.01
gastronomic,5439,6,2,8.81,0.01
ranks,5439,6,5,8.81,0.01
1890,5439,6,4,8.81,0.01
forbes,5439,6,1,8.81,0.0
vessels,5439,6,4,8.81,0.01
arena,5439,6,5,8.81,0.01
reinach,5439,6,1,8.81,0.0
molev,5439,6,1,8.81,0.0
strabo,5439,6,2,8.81,0.01
appointed,5439,6,6,8.81,0.02
testimony,5439,6,3,8.81,0.01
iconography,5439,6,1,8.81,0.0
forum,5439,6,6,8.81,0.02
offerings,5439,6,5,8.81,0.01
print,5439,6,6,8.81,0.02
bright,5439,6,6,8.81,0.02
occupation,5439,6,6,8.81,0.02
modernity,5439,6,5,8.81,0.01
anna,5439,6,6,8.81,0.02
rotkirch,5439,6,2,8.81,0.01
revolutions,5439,6,4,8.81,0.01
discursive,5439,6,3,8.81,0.01
1900,5439,6,4,8.81,0.01
patriarchal,5439,6,5,8.81,0.01
dominated,5439,6,6,8.81,0.02
constructivism,5439,6,5,8.81,0.01
nervous,5439,6,2,8.81,0.01
creator,5439,6,6,8.81,0.02
ecclesiastical,5439,6,3,8.81,0.01
columbanian,5439,6,1,8.81,0.0
pivotal,5439,6,5,8.81,0.01
columbani,5439,6,1,8.81,0.0
furnished,5439,6,5,8.81,0.01
hermeneutics,5439,6,4,8.81,0.01
securing,5439,6,5,8.81,0.01
bourgeoisie,5439,6,4,8.81,0.01
1920s,5439,6,4,8.81,0.01
berger,5439,6,6,8.81,0.02
fitzpatrick,5439,6,5,8.81,0.01
unsatisfactory,5439,6,4,8.81,0.01
winner,5439,6,6,8.81,0.02
zhigulsky,5439,6,1,8.81,0.0
dance,5439,6,6,8.81,0.02
slogans,5439,6,4,8.81,0.01
nazi,5439,6,3,8.81,0.01
intimate,5439,6,6,8.81,0.02
1940s,5439,6,3,8.81,0.01
cookbooks,5439,6,1,8.81,0.0
resist,5439,6,6,8.81,0.02
femininity,5439,6,5,8.81,0.01
responsive,5439,6,6,8.81,0.02
liberalization,5439,6,4,8.81,0.01
catastrophe,5439,6,3,8.81,0.01
strange,5439,6,5,8.81,0.01
1946,5439,6,4,8.81,0.01
enjoy,5439,6,6,8.81,0.02
alienation,5439,6,6,8.81,0.02
modernisation,5439,6,4,8.81,0.01
habitus,5439,6,2,8.81,0.01
teachings,5439,6,1,8.81,0.0
opposing,5439,6,5,8.81,0.01
gadamer,5439,6,2,8.81,0.01
conceptualization,5439,6,3,8.81,0.01
expediency,5439,6,5,8.81,0.01
renovation,5439,6,2,8.81,0.01
maugham,5439,6,1,8.81,0.0
george,5439,6,4,8.81,0.01
functionary,5439,6,3,8.81,0.01
deputies,5439,6,4,8.81,0.01
pikhoya,5439,6,1,8.81,0.0
bezborodov,5439,6,1,8.81,0.0
ibragimova,5439,6,1,8.81,0.0
positioned,5439,6,5,8.81,0.01
ensures,5439,6,6,8.81,0.02
traditionalist,5439,6,3,8.81,0.01
courtesans,5439,6,1,8.81,0.0
confucian,5439,6,1,8.81,0.0
kisaengs,5439,6,1,8.81,0.0
declare,5439,6,6,8.81,0.02
defendant,5439,6,4,8.81,0.01
plaintiff,5439,6,4,8.81,0.01
franchiser,5439,6,2,8.81,0.01
establishments,5439,6,6,8.81,0.02
methodical,5439,6,5,8.81,0.01
torts,5439,6,5,8.81,0.01
deductive,5439,6,5,8.81,0.01
restitution,5439,6,2,8.81,0.01
illegally,5439,6,6,8.81,0.02
dispositive,5439,6,2,8.81,0.01
ill,5439,6,6,8.81,0.02
withdrawal,5439,6,5,8.81,0.01
deserve,5439,6,6,8.81,0.02
indefinite,5439,6,6,8.81,0.02
agrees,5439,6,6,8.81,0.02
counterparties,5439,6,2,8.81,0.01
underestimate,5439,6,6,8.81,0.02
favour,5439,6,6,8.81,0.02
romano,5439,6,5,8.81,0.01
prosecutor,5439,6,6,8.81,0.02
spouse‚ê,5439,6,3,8.81,0.01
guardian,5439,6,6,8.81,0.02
inferences,5439,6,6,8.81,0.02
outlining,5439,6,6,8.81,0.02
unions,5439,6,5,8.81,0.01
¢,5439,6,6,8.81,0.02
pecuniary,5439,6,4,8.81,0.01
imprisonment,5439,6,3,8.81,0.01
putin,5439,6,6,8.81,0.02
fanfics,5439,6,1,8.81,0.0
works‚ê,5439,6,1,8.81,0.0
culture‚ê,5439,6,5,8.81,0.01
amending,5439,6,4,8.81,0.01
bribe,5439,6,2,8.81,0.01
bribes,5439,6,2,8.81,0.01
arouses,5439,6,6,8.81,0.02
appeals,5439,6,3,8.81,0.01
administrator,5439,6,6,8.81,0.02
privacy,5439,6,5,8.81,0.01
constitutionality,5439,6,2,8.81,0.01
hearing,5439,6,4,8.81,0.01
unfriendly,5439,6,1,8.81,0.0
prisoner,5439,6,1,8.81,0.0
certificate,5439,6,6,8.81,0.02
custody,5439,6,4,8.81,0.01
maritz,5439,6,2,8.81,0.01
grant,5439,6,6,8.81,0.02
asylum,5439,6,1,8.81,0.0
‚êúhow,5439,6,6,8.81,0.02
kettinger,5439,6,2,8.81,0.01
vendor,5439,6,6,8.81,0.02
morale,5439,6,3,8.81,0.01
transported,5439,6,4,8.81,0.01
balfour,5439,6,1,8.81,0.0
mindset,5439,6,4,8.81,0.01
perm‚ê,5439,6,2,8.81,0.01
ambler,5439,6,3,8.81,0.01
tikoo,5439,6,2,8.81,0.01
research‚êù,5439,6,1,8.81,0.0
resistance,5439,6,4,8.81,0.01
schroeder,5439,6,1,8.81,0.0
carrier,5439,6,6,8.81,0.02
utilitarian,5439,6,1,8.81,0.0
confessions,5439,6,2,8.81,0.01
civic,5439,6,1,8.81,0.0
granovetter,5439,6,1,8.81,0.0
lazarsfeld,5439,6,3,8.81,0.01
manipulative,5439,6,1,8.81,0.0
norris,5439,6,2,8.81,0.01
grofman,5439,6,2,8.81,0.01
cleavage,5439,6,4,8.81,0.01
cdu,5439,6,1,8.81,0.0
melvil,5439,6,5,8.81,0.01
nazis,5439,6,1,8.81,0.0
weimar,5439,6,1,8.81,0.0
hitler,5439,6,1,8.81,0.0
hollande,5439,6,1,8.81,0.0
withstand,5953,5,5,7.34,0.01
incur,5953,5,5,7.34,0.01
completeness,5953,5,5,7.34,0.01
desires,5953,5,5,7.34,0.01
appreciated,5953,5,5,7.34,0.01
implementations,5953,5,5,7.34,0.01
logging,5953,5,3,7.34,0.01
pursue,5953,5,5,7.34,0.01
erp,5953,5,5,7.34,0.01
suit,5953,5,5,7.34,0.01
conceived,5953,5,5,7.34,0.01
fulfilling,5953,5,4,7.34,0.01
maybe,5953,5,5,7.34,0.01
theoretic,5953,5,5,7.34,0.01
attend,5953,5,5,7.34,0.01
advices,5953,5,5,7.34,0.01
correctness,5953,5,4,7.34,0.01
somewhere,5953,5,4,7.34,0.01
centric,5953,5,4,7.34,0.01
sustainability,5953,5,5,7.34,0.01
oop,5953,5,5,7.34,0.01
everywhere,5953,5,5,7.34,0.01
coding,5953,5,5,7.34,0.01
bankers,5953,5,3,7.34,0.01
magnitude,5953,5,5,7.34,0.01
replacing,5953,5,5,7.34,0.01
frontend,5953,5,2,7.34,0.01
intuitive,5953,5,5,7.34,0.01
compatibility,5953,5,4,7.34,0.01
compatible,5953,5,5,7.34,0.01
retrieve,5953,5,4,7.34,0.01
correcting,5953,5,5,7.34,0.01
isolating,5953,5,5,7.34,0.01
prioritize,5953,5,5,7.34,0.01
semiparametric,5953,5,1,7.34,0.0
universe,5953,5,4,7.34,0.01
analogs,5953,5,5,7.34,0.01
easiest,5953,5,5,7.34,0.01
delayed,5953,5,5,7.34,0.01
locally,5953,5,5,7.34,0.01
programmer,5953,5,5,7.34,0.01
dependency,5953,5,4,7.34,0.01
shouldn,5953,5,5,7.34,0.01
pace,5953,5,5,7.34,0.01
stadium,5953,5,4,7.34,0.01
feasible,5953,5,5,7.34,0.01
offs,5953,5,5,7.34,0.01
walk,5953,5,5,7.34,0.01
phones,5953,5,5,7.34,0.01
drag,5953,5,3,7.34,0.01
mcmanus,5953,5,4,7.34,0.01
devise,5953,5,5,7.34,0.01
specifying,5953,5,5,7.34,0.01
registers,5953,5,5,7.34,0.01
packages,5953,5,5,7.34,0.01
facing,5953,5,5,7.34,0.01
signed,5953,5,5,7.34,0.01
beside,5953,5,5,7.34,0.01
situated,5953,5,5,7.34,0.01
flaws,5953,5,5,7.34,0.01
modelled,5953,5,3,7.34,0.01
flint,5953,5,3,7.34,0.01
inform,5953,5,5,7.34,0.01
adjusting,5953,5,5,7.34,0.01
cheaper,5953,5,5,7.34,0.01
stack,5953,5,3,7.34,0.01
mckinsey,5953,5,4,7.34,0.01
tech,5953,5,5,7.34,0.01
join,5953,5,5,7.34,0.01
surely,5953,5,5,7.34,0.01
programmable,5953,5,1,7.34,0.0
functionally,5953,5,1,7.34,0.0
tolerant,5953,5,1,7.34,0.0
hereinafter,5953,5,4,7.34,0.01
breeding,5953,5,2,7.34,0.01
crossing,5953,5,5,7.34,0.01
delivered,5953,5,5,7.34,0.01
advantageous,5953,5,5,7.34,0.01
wavelet,5953,5,2,7.34,0.01
arima,5953,5,3,7.34,0.01
projecting,5953,5,4,7.34,0.01
passive,5953,5,4,7.34,0.01
encouraged,5953,5,5,7.34,0.01
generic,5953,5,5,7.34,0.01
associate,5953,5,5,7.34,0.01
merged,5953,5,5,7.34,0.01
loses,5953,5,5,7.34,0.01
ecosystem,5953,5,5,7.34,0.01
kotlin,5953,5,3,7.34,0.01
reverse,5953,5,5,7.34,0.01
sees,5953,5,5,7.34,0.01
paintings,5953,5,2,7.34,0.01
ourselves,5953,5,5,7.34,0.01
authorship,5953,5,5,7.34,0.01
taught,5953,5,5,7.34,0.01
furniture,5953,5,4,7.34,0.01
nuances,5953,5,5,7.34,0.01
keyword,5953,5,5,7.34,0.01
azure,5953,5,2,7.34,0.01
projected,5953,5,5,7.34,0.01
unused,5953,5,5,7.34,0.01
transparent,5953,5,5,7.34,0.01
implements,5953,5,4,7.34,0.01
gost,5953,5,3,7.34,0.01
34,5953,5,5,7.34,0.01
symptoms,5953,5,2,7.34,0.01
biological,5953,5,4,7.34,0.01
breakthrough,5953,5,4,7.34,0.01
weaker,5953,5,5,7.34,0.01
unavailable,5953,5,5,7.34,0.01
99,5953,5,5,7.34,0.01
illnesses,5953,5,2,7.34,0.01
17,5953,5,5,7.34,0.01
motivates,5953,5,5,7.34,0.01
stresses,5953,5,5,7.34,0.01
swift,5953,5,3,7.34,0.01
convergence,5953,5,5,7.34,0.01
approve,5953,5,5,7.34,0.01
deepened,5953,5,5,7.34,0.01
unjustified,5953,5,4,7.34,0.01
relief,5953,5,5,7.34,0.01
distribute,5953,5,5,7.34,0.01
wireless,5953,5,4,7.34,0.01
pair,5953,5,5,7.34,0.01
decentralized,5953,5,1,7.34,0.0
topology,5953,5,4,7.34,0.01
attachment,5953,5,3,7.34,0.01
preceded,5953,5,5,7.34,0.01
gis,5953,5,5,7.34,0.01
surface,5953,5,5,7.34,0.01
elena,5953,5,5,7.34,0.01
appraisal,5953,5,5,7.34,0.01
ascertain,5953,5,5,7.34,0.01
ridge,5953,5,5,7.34,0.01
inc,5953,5,5,7.34,0.01
clarifying,5953,5,5,7.34,0.01
trips,5953,5,5,7.34,0.01
collaborate,5953,5,5,7.34,0.01
password,5953,5,2,7.34,0.01
saves,5953,5,3,7.34,0.01
tf,5953,5,5,7.34,0.01
idf,5953,5,3,7.34,0.01
collects,5953,5,5,7.34,0.01
searched,5953,5,5,7.34,0.01
imagined,5953,5,5,7.34,0.01
arisen,5953,5,5,7.34,0.01
perfectly,5953,5,5,7.34,0.01
wording,5953,5,5,7.34,0.01
grouped,5953,5,3,7.34,0.01
vk,5953,5,5,7.34,0.01
prospect,5953,5,5,7.34,0.01
abstraction,5953,5,5,7.34,0.01
simplifying,5953,5,5,7.34,0.01
intermediaries,5953,5,5,7.34,0.01
inhabitants,5953,5,5,7.34,0.01
95,5953,5,5,7.34,0.01
quantile,5953,5,2,7.34,0.01
distributions,5953,5,3,7.34,0.01
recall,5953,5,5,7.34,0.01
priori,5953,5,5,7.34,0.01
marker,5953,5,5,7.34,0.01
sentences,5953,5,3,7.34,0.01
elaborates,5953,5,5,7.34,0.01
broken,5953,5,5,7.34,0.01
expressive,5953,5,5,7.34,0.01
clearer,5953,5,5,7.34,0.01
glance,5953,5,5,7.34,0.01
conventionally,5953,5,5,7.34,0.01
workload,5953,5,5,7.34,0.01
semantically,5953,5,4,7.34,0.01
incredibly,5953,5,4,7.34,0.01
lays,5953,5,5,7.34,0.01
pairs,5953,5,5,7.34,0.01
radically,5953,5,5,7.34,0.01
decomposition,5953,5,5,7.34,0.01
advances,5953,5,5,7.34,0.01
mid,5953,5,5,7.34,0.01
chatterbots,5953,5,1,7.34,0.0
forth,5953,5,5,7.34,0.01
corrected,5953,5,5,7.34,0.01
returned,5953,5,4,7.34,0.01
hundreds,5953,5,5,7.34,0.01
conditioning,5953,5,4,7.34,0.01
intersections,5953,5,2,7.34,0.01
arranged,5953,5,5,7.34,0.01
green,5953,5,5,7.34,0.01
phasing,5953,5,2,7.34,0.01
vertices,5953,5,1,7.34,0.0
bound,5953,5,5,7.34,0.01
ciphers,5953,5,1,7.34,0.0
bag,5953,5,5,7.34,0.01
asymmetric,5953,5,5,7.34,0.01
downey,5953,5,4,7.34,0.01
inverse,5953,5,5,7.34,0.01
devoid,5953,5,5,7.34,0.01
astonishingly,5953,5,5,7.34,0.01
stata,5953,5,4,7.34,0.01
licenses,5953,5,3,7.34,0.01
deemed,5953,5,4,7.34,0.01
fragmentation,5953,5,4,7.34,0.01
academies,5953,5,2,7.34,0.01
adversely,5953,5,5,7.34,0.01
manifestation,5953,5,5,7.34,0.01
admission,5953,5,5,7.34,0.01
avoids,5953,5,5,7.34,0.01
purely,5953,5,5,7.34,0.01
sooner,5953,5,5,7.34,0.01
unemployed,5953,5,5,7.34,0.01
48,5953,5,5,7.34,0.01
fertile,5953,5,5,7.34,0.01
widen,5953,5,5,7.34,0.01
marketer,5953,5,5,7.34,0.01
conversations,5953,5,4,7.34,0.01
fame,5953,5,5,7.34,0.01
wu,5953,5,5,7.34,0.01
svm,5953,5,1,7.34,0.0
ecm,5953,5,2,7.34,0.01
equilibrium,5953,5,4,7.34,0.01
onto,5953,5,5,7.34,0.01
bounds,5953,5,5,7.34,0.01
microeconomic,5953,5,4,7.34,0.01
pooled,5953,5,3,7.34,0.01
earned,5953,5,5,7.34,0.01
confront,5953,5,5,7.34,0.01
african,5953,5,5,7.34,0.01
athletes,5953,5,2,7.34,0.01
rounds,5953,5,5,7.34,0.01
downes,5953,5,1,7.34,0.0
zabel,5953,5,1,7.34,0.0
wealthy,5953,5,4,7.34,0.01
estimations,5953,5,3,7.34,0.01
subsamples,5953,5,2,7.34,0.01
1965,5953,5,5,7.34,0.01
southern,5953,5,5,7.34,0.01
lancaster,5953,5,2,7.34,0.01
exaggerate,5953,5,5,7.34,0.01
valued,5953,5,5,7.34,0.01
accommodations,5953,5,3,7.34,0.01
booking,5953,5,3,7.34,0.01
august,5953,5,5,7.34,0.01
exemptions,5953,5,2,7.34,0.01
removal,5953,5,5,7.34,0.01
suffers,5953,5,5,7.34,0.01
narrowly,5953,5,5,7.34,0.01
twelve,5953,5,5,7.34,0.01
crimea,5953,5,4,7.34,0.01
overdue,5953,5,4,7.34,0.01
differing,5953,5,4,7.34,0.01
voluntarily,5953,5,5,7.34,0.01
suspension,5953,5,3,7.34,0.01
imperfect,5953,5,5,7.34,0.01
complicates,5953,5,4,7.34,0.01
totally,5953,5,5,7.34,0.01
finances,5953,5,5,7.34,0.01
ju,5953,5,5,7.34,0.01
pro,5953,5,5,7.34,0.01
confine,5953,5,5,7.34,0.01
homogeneity,5953,5,3,7.34,0.01
binding,5953,5,5,7.34,0.01
grocery,5953,5,4,7.34,0.01
broaden,5953,5,5,7.34,0.01
quotation,5953,5,3,7.34,0.01
disasters,5953,5,4,7.34,0.01
_i,5953,5,5,7.34,0.01
burke,5953,5,3,7.34,0.01
conservation,5953,5,4,7.34,0.01
suppressed,5953,5,4,7.34,0.01
57,5953,5,5,7.34,0.01
visited,5953,5,5,7.34,0.01
rewards,5953,5,4,7.34,0.01
literally,5953,5,5,7.34,0.01
deterrence,5953,5,1,7.34,0.0
prohibited,5953,5,4,7.34,0.01
instituted,5953,5,4,7.34,0.01
lowering,5953,5,5,7.34,0.01
treatise,5953,5,5,7.34,0.01
proliferation,5953,5,4,7.34,0.01
horizons,5953,5,4,7.34,0.01
undesirable,5953,5,5,7.34,0.01
neglecting,5953,5,4,7.34,0.01
nov,5953,5,5,7.34,0.01
benchmarks,5953,5,3,7.34,0.01
prestige,5953,5,5,7.34,0.01
neighboring,5953,5,5,7.34,0.01
renders,5953,5,5,7.34,0.01
adjustments,5953,5,4,7.34,0.01
censydiam,5953,5,1,7.34,0.0
cornerstone,5953,5,5,7.34,0.01
motivate,5953,5,5,7.34,0.01
smooth,5953,5,5,7.34,0.01
prosperity,5953,5,5,7.34,0.01
privatization,5953,5,3,7.34,0.01
fixation,5953,5,5,7.34,0.01
dobson,5953,5,3,7.34,0.01
arguing,5953,5,5,7.34,0.01
Óf,5953,5,1,7.34,0.0
membership,5953,5,5,7.34,0.01
michigan,5953,5,5,7.34,0.01
aggressive,5953,5,5,7.34,0.01
induce,5953,5,5,7.34,0.01
reinforce,5953,5,5,7.34,0.01
strives,5953,5,5,7.34,0.01
complementary,5953,5,5,7.34,0.01
interdependent,5953,5,5,7.34,0.01
pava,5953,5,1,7.34,0.0
inequality,5953,5,5,7.34,0.01
predominance,5953,5,5,7.34,0.01
roa,5953,5,5,7.34,0.01
contradict,5953,5,5,7.34,0.01
recourses,5953,5,5,7.34,0.01
delivering,5953,5,4,7.34,0.01
fm,5953,5,5,7.34,0.01
remainder,5953,5,5,7.34,0.01
1964,5953,5,5,7.34,0.01
checks,5953,5,5,7.34,0.01
thomson,5953,5,4,7.34,0.01
reuters,5953,5,4,7.34,0.01
thereof,5953,5,4,7.34,0.01
florida,5953,5,4,7.34,0.01
rendered,5953,5,4,7.34,0.01
stadiums,5953,5,3,7.34,0.01
Ë,5953,5,5,7.34,0.01
heckman,5953,5,2,7.34,0.01
assists,5953,5,5,7.34,0.01
grew,5953,5,5,7.34,0.01
owns,5953,5,5,7.34,0.01
sixty,5953,5,5,7.34,0.01
primitive,5953,5,4,7.34,0.01
tickets,5953,5,2,7.34,0.01
ticket,5953,5,4,7.34,0.01
soccer,5953,5,1,7.34,0.0
spreads,5953,5,4,7.34,0.01
leonard,5953,5,3,7.34,0.01
52,5953,5,5,7.34,0.01
harrison,5953,5,2,7.34,0.01
transitional,5953,5,5,7.34,0.01
audio,5953,5,5,7.34,0.01
cult,5953,5,5,7.34,0.01
females,5953,5,3,7.34,0.01
ho,5953,5,5,7.34,0.01
underestimated,5953,5,5,7.34,0.01
hiring,5953,5,3,7.34,0.01
alongside,5953,5,5,7.34,0.01
stating,5953,5,5,7.34,0.01
santamaria,5953,5,1,7.34,0.0
narrowed,5953,5,5,7.34,0.01
vacuum,5953,5,5,7.34,0.01
ruled,5953,5,5,7.34,0.01
academics,5953,5,5,7.34,0.01
eyes,5953,5,5,7.34,0.01
diagnostics,5953,5,3,7.34,0.01
andrew,5953,5,5,7.34,0.01
generalizing,5953,5,5,7.34,0.01
residual,5953,5,4,7.34,0.01
nominal,5953,5,5,7.34,0.01
habit,5953,5,5,7.34,0.01
unclear,5953,5,5,7.34,0.01
abolished,5953,5,4,7.34,0.01
vodka,5953,5,2,7.34,0.01
assortment,5953,5,4,7.34,0.01
prevents,5953,5,4,7.34,0.01
evidenced,5953,5,5,7.34,0.01
29,5953,5,5,7.34,0.01
pension,5953,5,5,7.34,0.01
400,5953,5,5,7.34,0.01
1949,5953,5,5,7.34,0.01
merging,5953,5,5,7.34,0.01
prevail,5953,5,5,7.34,0.01
attempting,5953,5,5,7.34,0.01
exit,5953,5,5,7.34,0.01
‚êúeconomic,5953,5,3,7.34,0.01
territories,5953,5,5,7.34,0.01
oversight,5953,5,5,7.34,0.01
issuing,5953,5,1,7.34,0.0
bergman,5953,5,1,7.34,0.0
imposition,5953,5,5,7.34,0.01
prerequisite,5953,5,5,7.34,0.01
nexus,5953,5,2,7.34,0.01
payne,5953,5,1,7.34,0.0
intercultural,5953,5,1,7.34,0.0
seeing,5953,5,5,7.34,0.01
sunstein,5953,5,2,7.34,0.01
unconscious,5953,5,5,7.34,0.01
prompt,5953,5,5,7.34,0.01
137,5953,5,3,7.34,0.01
88,5953,5,5,7.34,0.01
clark,5953,5,5,7.34,0.01
ravid,5953,5,2,7.34,0.01
wallace,5953,5,2,7.34,0.01
cameron,5953,5,4,7.34,0.01
immigrant,5953,5,3,7.34,0.01
norway,5953,5,3,7.34,0.01
oc,5953,5,5,7.34,0.01
insider,5953,5,1,7.34,0.0
kuznetsov,5953,5,5,7.34,0.01
accused,5953,5,3,7.34,0.01
movies‚ê,5953,5,1,7.34,0.0
eliminates,5953,5,4,7.34,0.01
83,5953,5,5,7.34,0.01
aristophanes,5953,5,3,7.34,0.01
poetry,5953,5,5,7.34,0.01
allocates,5953,5,5,7.34,0.01
excavations,5953,5,4,7.34,0.01
expeditions,5953,5,2,7.34,0.01
embodied,5953,5,5,7.34,0.01
sanctity,5953,5,2,7.34,0.01
meantime,5953,5,4,7.34,0.01
